emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@Gus_Raharjo Rakyat Indonesia harusnya sudah pintar harus milih siapa.. Kita butuh pemimpin yang jujur seperti pak Ganjar Mahfud 🥰,Rakyat Indonesia harusnya sudah pintar harus milih siapa.. Kita butuh pemimpin yang jujur seperti pak Ganjar Mahfud smiling_face_with_hearts,Rakyat Indonesia harusnya sudah pintar harus milih siapa.. Kita butuh pemimpin yang jujur seperti pak Ganjar Mahfud Wajah tersenyum dengan hati,rakyat indonesia harusnya sudah pintar harus milih siapa kita butuh pemimpin yang jujur seperti pak ganjar mahfud wajah tersenyum dengan hati,"['rakyat', 'indonesia', 'harusnya', 'sudah', 'pintar', 'harus', 'milih', 'siapa', 'kita', 'butuh', 'pemimpin', 'yang', 'jujur', 'seperti', 'pak', 'ganjar', 'mahfud', 'wajah', 'tersenyum', 'dengan', 'hati']","['rakyat', 'indonesia', 'harusnya', 'sudah', 'pintar', 'harus', 'milih', 'siapa', 'kita', 'butuh', 'pemimpin', 'yang', 'jujur', 'seperti', 'pak', 'ganjar', 'mahfud', 'wajah', 'tersenyum', 'dengan', 'hati']","['rakyat', 'indonesia', 'harus', 'sudah', 'pintar', 'harus', 'milih', 'siapa', 'kita', 'butuh', 'pimpin', 'yang', 'jujur', 'seperti', 'pak', 'ganjar', 'mahfud', 'wajah', 'senyum', 'dengan', 'hati']","['rakyat', 'indonesia', 'pintar', 'milih', 'butuh', 'pimpin', 'jujur', 'ganjar', 'mahfud', 'senyum', 'hati']",rakyat indonesia pintar milih butuh pimpin jujur ganjar mahfud senyum hati,positive
"@Gus_Raharjo Dah lah mau gimana lagi, lebih baik kita dukung Ganjar Mahfud aja","Dah lah mau gimana lagi, lebih baik kita dukung Ganjar Mahfud aja","Dah lah mau gimana lagi, lebih baik kita dukung Ganjar Mahfud aja",dah lah mau gimana lagi lebih baik kita dukung ganjar mahfud aja,"['dah', 'lah', 'mau', 'gimana', 'lagi', 'lebih', 'baik', 'kita', 'dukung', 'ganjar', 'mahfud', 'aja']","['dah', 'lah', 'mau', 'gimana', 'lagi', 'lebih', 'baik', 'kita', 'dukung', 'ganjar', 'mahfud', 'aja']","['dah', 'lah', 'mau', 'gimana', 'lagi', 'lebih', 'baik', 'kita', 'dukung', 'ganjar', 'mahfud', 'aja']","['dukung', 'ganjar', 'mahfud']",dukung ganjar mahfud,positive
@ganjarpranowo Marii kita bergerak bersamaa Ganjar-Mahfud Mewujudkan Indonesia Unggul,Marii kita bergerak bersamaa Ganjar-Mahfud Mewujudkan Indonesia Unggul,Marii kita bergerak bersamaa Ganjar-Mahfud Mewujudkan Indonesia Unggul,marii kita bergerak bersamaa ganjarmahfud mewujudkan indonesia unggul,"['marii', 'kita', 'bergerak', 'bersamaa', 'ganjarmahfud', 'mewujudkan', 'indonesia', 'unggul']","['marii', 'kita', 'bergerak', 'bersamaa', 'ganjarmahfud', 'mewujudkan', 'indonesia', 'unggul']","['mari', 'kita', 'gerak', 'bersamaa', 'ganjarmahfud', 'wujud', 'indonesia', 'unggul']","['mari', 'gerak', 'bersamaa', 'ganjarmahfud', 'wujud', 'indonesia', 'unggul']",mari gerak bersamaa ganjarmahfud wujud indonesia unggul,positive
@Melihat_Indo Dukungan ini merupakan bentuk apresiasi terhadap kontribusi dan upaya nyata yang telah dilakukan Ganjar-Mahfud untuk Maluku.,Dukungan ini merupakan bentuk apresiasi terhadap kontribusi dan upaya nyata yang telah dilakukan Ganjar-Mahfud untuk Maluku.,Dukungan ini merupakan bentuk apresiasi terhadap kontribusi dan upaya nyata yang telah dilakukan Ganjar-Mahfud untuk Maluku.,dukungan ini merupakan bentuk apresiasi terhadap kontribusi dan upaya nyata yang telah dilakukan ganjarmahfud untuk maluku,"['dukungan', 'ini', 'merupakan', 'bentuk', 'apresiasi', 'terhadap', 'kontribusi', 'dan', 'upaya', 'nyata', 'yang', 'telah', 'dilakukan', 'ganjarmahfud', 'untuk', 'maluku']","['dukungan', 'ini', 'merupakan', 'bentuk', 'apresiasi', 'terhadap', 'kontribusi', 'dan', 'upaya', 'nyata', 'yang', 'telah', 'dilakukan', 'ganjarmahfud', 'untuk', 'maluku']","['dukung', 'ini', 'rupa', 'bentuk', 'apresiasi', 'hadap', 'kontribusi', 'dan', 'upaya', 'nyata', 'yang', 'telah', 'laku', 'ganjarmahfud', 'untuk', 'malu']","['dukung', 'apresiasi', 'kontribusi', 'ganjarmahfud', 'malu']",dukung apresiasi kontribusi ganjarmahfud malu,positive
@ganjarpranowo Rapatkan barisann utk slalu ada dijalan yg lurus bersamaa ganjar mahfud,Rapatkan barisann utk slalu ada dijalan yg lurus bersamaa ganjar mahfud,Rapatkan barisann utk slalu ada dijalan yg lurus bersamaa ganjar mahfud,rapatkan barisann utk slalu ada dijalan yg lurus bersamaa ganjar mahfud,"['rapatkan', 'barisann', 'utk', 'slalu', 'ada', 'dijalan', 'yg', 'lurus', 'bersamaa', 'ganjar', 'mahfud']","['rapatkan', 'barisann', 'untuk', 'slalu', 'ada', 'dijalan', 'yg', 'lurus', 'bersamaa', 'ganjar', 'mahfud']","['rapat', 'barisann', 'untuk', 'slalu', 'ada', 'jalan', 'yg', 'lurus', 'bersamaa', 'ganjar', 'mahfud']","['rapat', 'barisann', 'slalu', 'lurus', 'bersamaa', 'ganjar', 'mahfud']",rapat barisann slalu lurus bersamaa ganjar mahfud,positive
@Melihat_Indo Gaspol dukung pak Ganjar dan pak Mahfud untuk Jadi presiden dan wakil nya,Gaspol dukung pak Ganjar dan pak Mahfud untuk Jadi presiden dan wakil nya,Gaspol dukung pak Ganjar dan pak Mahfud untuk Jadi presiden dan wakil nya,gaspol dukung pak ganjar dan pak mahfud untuk jadi presiden dan wakil nya,"['gaspol', 'dukung', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk', 'jadi', 'presiden', 'dan', 'wakil', 'nya']","['gaspol', 'dukung', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk', 'jadi', 'presiden', 'dan', 'wakil', 'nya']","['gaspol', 'dukung', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk', 'jadi', 'presiden', 'dan', 'wakil', 'nya']","['gaspol', 'dukung', 'ganjar', 'mahfud', 'presiden', 'wakil']",gaspol dukung ganjar mahfud presiden wakil,positive
@Melihat_Indo Kita semua dukung pak ganjar Mahfud.. Semoga menang ya pak.. Semangatt 💪💪,Kita semua dukung pak ganjar Mahfud.. Semoga menang ya pak.. Semangatt flexed_biceps flexed_biceps,Kita semua dukung pak ganjar Mahfud.. Semoga menang ya pak.. Semangatt flexed_biceps flexed_biceps,kita semua dukung pak ganjar mahfud semoga menang ya pak semangatt flexedbiceps flexedbiceps,"['kita', 'semua', 'dukung', 'pak', 'ganjar', 'mahfud', 'semoga', 'menang', 'ya', 'pak', 'semangatt', 'flexedbiceps', 'flexedbiceps']","['kita', 'semua', 'dukung', 'pak', 'ganjar', 'mahfud', 'semoga', 'menang', 'ya', 'pak', 'semangatt', 'flexedbiceps', 'flexedbiceps']","['kita', 'semua', 'dukung', 'pak', 'ganjar', 'mahfud', 'moga', 'menang', 'ya', 'pak', 'semangatt', 'flexedbiceps', 'flexedbiceps']","['dukung', 'ganjar', 'mahfud', 'menang', 'semangatt', 'flexedbiceps', 'flexedbiceps']",dukung ganjar mahfud menang semangatt flexedbiceps flexedbiceps,positive
Kalangan Gen Z dan Milenial Mendukung Ganjar Pranowo - Mahfud MD Karena Humble dan Dekat Dengan Gen Z Maupun Milenial https://t.co/4hli81vvEV,Kalangan Gen Z dan Milenial Mendukung Ganjar Pranowo - Mahfud MD Karena Humble dan Dekat Dengan Gen Z Maupun Milenial https //t.co/4hli81vvEV,Kalangan Gen Z dan Milenial Mendukung Ganjar Pranowo - Mahfud MD Karena Humble dan Dekat Dengan Gen Z Maupun Milenial https //t.co/4hli81vvEV,kalangan gen z dan milenial mendukung ganjar pranowo  mahfud md karena humble dan dekat dengan gen z maupun milenial   tco hli vvev,"['kalangan', 'gen', 'z', 'dan', 'milenial', 'mendukung', 'ganjar', 'pranowo', 'mahfud', 'md', 'karena', 'humble', 'dan', 'dekat', 'dengan', 'gen', 'z', 'maupun', 'milenial', 'tco', 'hli', 'vvev']","['kalangan', 'gen', 'z', 'dan', 'milenial', 'mendukung', 'ganjar', 'pranowo', 'mahfud', 'md', 'karena', 'humble', 'dan', 'dekat', 'dengan', 'gen', 'z', 'maupun', 'milenial', 'tco', 'hli', 'vvev']","['kalang', 'gen', 'z', 'dan', 'milenial', 'dukung', 'ganjar', 'pranowo', 'mahfud', 'md', 'karena', 'humble', 'dan', 'dekat', 'dengan', 'gen', 'z', 'maupun', 'milenial', 'tco', 'hli', 'vvev']","['kalang', 'gen', 'milenial', 'dukung', 'ganjar', 'pranowo', 'mahfud', 'humble', 'gen', 'milenial', 'hli', 'vvev']",kalang gen milenial dukung ganjar pranowo mahfud humble gen milenial hli vvev,positive
@Gus_Raharjo Indonesia butuh pemimpin yang jujur nih seperti pal ganjar Mahfud.. Semoga pak ganjar yang jadi presiden nanti,Indonesia butuh pemimpin yang jujur nih seperti pal ganjar Mahfud.. Semoga pak ganjar yang jadi presiden nanti,Indonesia butuh pemimpin yang jujur nih seperti pal ganjar Mahfud.. Semoga pak ganjar yang jadi presiden nanti,indonesia butuh pemimpin yang jujur nih seperti pal ganjar mahfud semoga pak ganjar yang jadi presiden nanti,"['indonesia', 'butuh', 'pemimpin', 'yang', 'jujur', 'nih', 'seperti', 'pal', 'ganjar', 'mahfud', 'semoga', 'pak', 'ganjar', 'yang', 'jadi', 'presiden', 'nanti']","['indonesia', 'butuh', 'pemimpin', 'yang', 'jujur', 'nih', 'seperti', 'pal', 'ganjar', 'mahfud', 'semoga', 'pak', 'ganjar', 'yang', 'jadi', 'presiden', 'nanti']","['indonesia', 'butuh', 'pimpin', 'yang', 'jujur', 'nih', 'seperti', 'pal', 'ganjar', 'mahfud', 'moga', 'pak', 'ganjar', 'yang', 'jadi', 'presiden', 'nanti']","['indonesia', 'butuh', 'pimpin', 'jujur', 'pal', 'ganjar', 'mahfud', 'ganjar', 'presiden']",indonesia butuh pimpin jujur pal ganjar mahfud ganjar presiden,positive
@Melihat_Indo Mari kita kawal bersama Ganjar Mahfud sampai jadi,Mari kita kawal bersama Ganjar Mahfud sampai jadi,Mari kita kawal bersama Ganjar Mahfud sampai jadi,mari kita kawal bersama ganjar mahfud sampai jadi,"['mari', 'kita', 'kawal', 'bersama', 'ganjar', 'mahfud', 'sampai', 'jadi']","['mari', 'kita', 'kawal', 'bersama', 'ganjar', 'mahfud', 'sampai', 'jadi']","['mari', 'kita', 'kawal', 'sama', 'ganjar', 'mahfud', 'sampai', 'jadi']","['mari', 'kawal', 'ganjar', 'mahfud']",mari kawal ganjar mahfud,positive
@Melihat_Indo Sangat keren nih pak ganjar dan pak mahfud banyak yang mendukung,Sangat keren nih pak ganjar dan pak mahfud banyak yang mendukung,Sangat keren nih pak ganjar dan pak mahfud banyak yang mendukung,sangat keren nih pak ganjar dan pak mahfud banyak yang mendukung,"['sangat', 'keren', 'nih', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'banyak', 'yang', 'mendukung']","['sangat', 'keren', 'nih', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'banyak', 'yang', 'mendukung']","['sangat', 'keren', 'nih', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'banyak', 'yang', 'dukung']","['keren', 'ganjar', 'mahfud', 'dukung']",keren ganjar mahfud dukung,positive
@Gus_Raharjo sekarang sih lagi dukung ganjar mahfud yang amanah,sekarang sih lagi dukung ganjar mahfud yang amanah,sekarang sih lagi dukung ganjar mahfud yang amanah,sekarang sih lagi dukung ganjar mahfud yang amanah,"['sekarang', 'sih', 'lagi', 'dukung', 'ganjar', 'mahfud', 'yang', 'amanah']","['sekarang', 'sih', 'lagi', 'dukung', 'ganjar', 'mahfud', 'yang', 'amanah']","['sekarang', 'sih', 'lagi', 'dukung', 'ganjar', 'mahfud', 'yang', 'amanah']","['dukung', 'ganjar', 'mahfud', 'amanah']",dukung ganjar mahfud amanah,positive
"@Melihat_Indo Siap, pendukung Ganjar Mahfud makin solid,, siap menangkan di 2024","Siap, pendukung Ganjar Mahfud makin solid,, siap menangkan di 2024","Siap, pendukung Ganjar Mahfud makin solid,, siap menangkan di 2024",siap pendukung ganjar mahfud makin solid siap menangkan di  ,"['siap', 'pendukung', 'ganjar', 'mahfud', 'makin', 'solid', 'siap', 'menangkan', 'di']","['siap', 'pendukung', 'ganjar', 'mahfud', 'makin', 'solid', 'siap', 'menangkan', 'di']","['siap', 'dukung', 'ganjar', 'mahfud', 'makin', 'solid', 'siap', 'menang', 'di']","['dukung', 'ganjar', 'mahfud', 'solid', 'menang']",dukung ganjar mahfud solid menang,positive
@Gus_Raharjo kenapa memang dengan neno warisan? ayo kita dukung ganjar mahfud,kenapa memang dengan neno warisan? ayo kita dukung ganjar mahfud,kenapa memang dengan neno warisan? ayo kita dukung ganjar mahfud,kenapa memang dengan neno warisan ayo kita dukung ganjar mahfud,"['kenapa', 'memang', 'dengan', 'neno', 'warisan', 'ayo', 'kita', 'dukung', 'ganjar', 'mahfud']","['kenapa', 'memang', 'dengan', 'neno', 'warisan', 'ayo', 'kita', 'dukung', 'ganjar', 'mahfud']","['kenapa', 'memang', 'dengan', 'neno', 'waris', 'ayo', 'kita', 'dukung', 'ganjar', 'mahfud']","['neno', 'waris', 'ayo', 'dukung', 'ganjar', 'mahfud']",neno waris ayo dukung ganjar mahfud,positive
@Melihat_Indo Masyarakat maluku tau mana yang terbaik untuk mereka mari menangkan pak Ganjar dan Pak Mahfud untuk 2024,Masyarakat maluku tau mana yang terbaik untuk mereka mari menangkan pak Ganjar dan Pak Mahfud untuk 2024,Masyarakat maluku tau mana yang terbaik untuk mereka mari menangkan pak Ganjar dan Pak Mahfud untuk 2024,masyarakat maluku tau mana yang terbaik untuk mereka mari menangkan pak ganjar dan pak mahfud untuk  ,"['masyarakat', 'maluku', 'tau', 'mana', 'yang', 'terbaik', 'untuk', 'mereka', 'mari', 'menangkan', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk']","['masyarakat', 'maluku', 'tau', 'mana', 'yang', 'terbaik', 'untuk', 'mereka', 'mari', 'menangkan', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk']","['masyarakat', 'malu', 'tau', 'mana', 'yang', 'baik', 'untuk', 'mereka', 'mari', 'menang', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk']","['masyarakat', 'malu', 'tau', 'mari', 'menang', 'ganjar', 'mahfud']",masyarakat malu tau mari menang ganjar mahfud,positive
@Melihat_Indo Mari berdoa untuk dukung kemenangan ganjar mahfud,Mari berdoa untuk dukung kemenangan ganjar mahfud,Mari berdoa untuk dukung kemenangan ganjar mahfud,mari berdoa untuk dukung kemenangan ganjar mahfud,"['mari', 'berdoa', 'untuk', 'dukung', 'kemenangan', 'ganjar', 'mahfud']","['mari', 'berdoa', 'untuk', 'dukung', 'kemenangan', 'ganjar', 'mahfud']","['mari', 'doa', 'untuk', 'dukung', 'menang', 'ganjar', 'mahfud']","['mari', 'doa', 'dukung', 'menang', 'ganjar', 'mahfud']",mari doa dukung menang ganjar mahfud,positive
"@Gus_Raharjo konstitusi sudah lemah, mari kita dukung ganjar mahfud yang tegak lurus konstitusi","konstitusi sudah lemah, mari kita dukung ganjar mahfud yang tegak lurus konstitusi","konstitusi sudah lemah, mari kita dukung ganjar mahfud yang tegak lurus konstitusi",konstitusi sudah lemah mari kita dukung ganjar mahfud yang tegak lurus konstitusi,"['konstitusi', 'sudah', 'lemah', 'mari', 'kita', 'dukung', 'ganjar', 'mahfud', 'yang', 'tegak', 'lurus', 'konstitusi']","['konstitusi', 'sudah', 'lemah', 'mari', 'kita', 'dukung', 'ganjar', 'mahfud', 'yang', 'tegak', 'lurus', 'konstitusi']","['konstitusi', 'sudah', 'lemah', 'mari', 'kita', 'dukung', 'ganjar', 'mahfud', 'yang', 'tegak', 'lurus', 'konstitusi']","['konstitusi', 'lemah', 'mari', 'dukung', 'ganjar', 'mahfud', 'tegak', 'lurus', 'konstitusi']",konstitusi lemah mari dukung ganjar mahfud tegak lurus konstitusi,positive
@gus_dibyo @gibran_tweet @ganjarpranowo Kalo aq mending dukung Ganjar Mahfud yang pengalamannya jelas,Kalo aq mending dukung Ganjar Mahfud yang pengalamannya jelas,Kalo aq mending dukung Ganjar Mahfud yang pengalamannya jelas,kalo aq mending dukung ganjar mahfud yang pengalamannya jelas,"['kalo', 'aq', 'mending', 'dukung', 'ganjar', 'mahfud', 'yang', 'pengalamannya', 'jelas']","['kalo', 'aq', 'mending', 'dukung', 'ganjar', 'mahfud', 'yang', 'pengalamannya', 'jelas']","['kalo', 'aq', 'mending', 'dukung', 'ganjar', 'mahfud', 'yang', 'alam', 'jelas']","['aq', 'mending', 'dukung', 'ganjar', 'mahfud', 'alam']",aq mending dukung ganjar mahfud alam,positive
"Maju Lawan Korupsi, Ganjar-Mahfud Tegak Lurus Berantas Korupsi https://t.co/nZtuVCNQac","Maju Lawan Korupsi, Ganjar-Mahfud Tegak Lurus Berantas Korupsi https //t.co/nZtuVCNQac","Maju Lawan Korupsi, Ganjar-Mahfud Tegak Lurus Berantas Korupsi https //t.co/nZtuVCNQac",maju lawan korupsi ganjarmahfud tegak lurus berantas korupsi   tconztuvcnqac,"['maju', 'lawan', 'korupsi', 'ganjarmahfud', 'tegak', 'lurus', 'berantas', 'korupsi', 'tconztuvcnqac']","['maju', 'lawan', 'korupsi', 'ganjarmahfud', 'tegak', 'lurus', 'berantas', 'korupsi', 'tconztuvcnqac']","['maju', 'lawan', 'korupsi', 'ganjarmahfud', 'tegak', 'lurus', 'berantas', 'korupsi', 'tconztuvcnqac']","['maju', 'lawan', 'korupsi', 'ganjarmahfud', 'tegak', 'lurus', 'berantas', 'korupsi', 'tconztuvcnqac']",maju lawan korupsi ganjarmahfud tegak lurus berantas korupsi tconztuvcnqac,positive
@Melihat_Indo Keren emang capres kita satu ini yg dengan lantang memperjuangkan kepentingan masyarakat. Sukses selalu untuk Ganjar-Mahfud,Keren emang capres kita satu ini yg dengan lantang memperjuangkan kepentingan masyarakat. Sukses selalu untuk Ganjar-Mahfud,Keren emang capres kita satu ini yg dengan lantang memperjuangkan kepentingan masyarakat. Sukses selalu untuk Ganjar-Mahfud,keren emang capres kita satu ini yg dengan lantang memperjuangkan kepentingan masyarakat sukses selalu untuk ganjarmahfud,"['keren', 'emang', 'capres', 'kita', 'satu', 'ini', 'yg', 'dengan', 'lantang', 'memperjuangkan', 'kepentingan', 'masyarakat', 'sukses', 'selalu', 'untuk', 'ganjarmahfud']","['keren', 'emang', 'capres', 'kita', 'satu', 'ini', 'yg', 'dengan', 'lantang', 'memperjuangkan', 'kepentingan', 'masyarakat', 'sukses', 'selalu', 'untuk', 'ganjarmahfud']","['keren', 'emang', 'capres', 'kita', 'satu', 'ini', 'yg', 'dengan', 'lantang', 'juang', 'penting', 'masyarakat', 'sukses', 'selalu', 'untuk', 'ganjarmahfud']","['keren', 'emang', 'capres', 'lantang', 'juang', 'masyarakat', 'sukses', 'ganjarmahfud']",keren emang capres lantang juang masyarakat sukses ganjarmahfud,positive
@Melihat_Indo @ahmadzainin8 Alhamdulillah semakin hari semakin banyak yang memberikan dukungan kepada Pak Ganjar dan Pak Mahfud,Alhamdulillah semakin hari semakin banyak yang memberikan dukungan kepada Pak Ganjar dan Pak Mahfud,Alhamdulillah semakin hari semakin banyak yang memberikan dukungan kepada Pak Ganjar dan Pak Mahfud,alhamdulillah semakin hari semakin banyak yang memberikan dukungan kepada pak ganjar dan pak mahfud,"['alhamdulillah', 'semakin', 'hari', 'semakin', 'banyak', 'yang', 'memberikan', 'dukungan', 'kepada', 'pak', 'ganjar', 'dan', 'pak', 'mahfud']","['alhamdulillah', 'semakin', 'hari', 'semakin', 'banyak', 'yang', 'memberikan', 'dukungan', 'kepada', 'pak', 'ganjar', 'dan', 'pak', 'mahfud']","['alhamdulillah', 'makin', 'hari', 'makin', 'banyak', 'yang', 'beri', 'dukung', 'kepada', 'pak', 'ganjar', 'dan', 'pak', 'mahfud']","['dukung', 'ganjar', 'mahfud']",dukung ganjar mahfud,positive
@Melihat_Indo Sehat selalu buat yang sudah dukung pak ganjar dan pak Mahfud ayo kita sama sama berjuang,Sehat selalu buat yang sudah dukung pak ganjar dan pak Mahfud ayo kita sama sama berjuang,Sehat selalu buat yang sudah dukung pak ganjar dan pak Mahfud ayo kita sama sama berjuang,sehat selalu buat yang sudah dukung pak ganjar dan pak mahfud ayo kita sama sama berjuang,"['sehat', 'selalu', 'buat', 'yang', 'sudah', 'dukung', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'ayo', 'kita', 'sama', 'sama', 'berjuang']","['sehat', 'selalu', 'buat', 'yang', 'sudah', 'dukung', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'ayo', 'kita', 'sama', 'sama', 'berjuang']","['sehat', 'selalu', 'buat', 'yang', 'sudah', 'dukung', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'ayo', 'kita', 'sama', 'sama', 'juang']","['sehat', 'dukung', 'ganjar', 'mahfud', 'ayo', 'juang']",sehat dukung ganjar mahfud ayo juang,positive
@Melihat_Indo Alhamdulillah dukungan untuk pak Ganjar dan pak Mahfud terus mengalir yu semangat terus untuk meraih kemenangan,Alhamdulillah dukungan untuk pak Ganjar dan pak Mahfud terus mengalir yu semangat terus untuk meraih kemenangan,Alhamdulillah dukungan untuk pak Ganjar dan pak Mahfud terus mengalir yu semangat terus untuk meraih kemenangan,alhamdulillah dukungan untuk pak ganjar dan pak mahfud terus mengalir yu semangat terus untuk meraih kemenangan,"['alhamdulillah', 'dukungan', 'untuk', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'terus', 'mengalir', 'yu', 'semangat', 'terus', 'untuk', 'meraih', 'kemenangan']","['alhamdulillah', 'dukungan', 'untuk', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'terus', 'mengalir', 'yu', 'semangat', 'terus', 'untuk', 'meraih', 'kemenangan']","['alhamdulillah', 'dukung', 'untuk', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'terus', 'alir', 'yu', 'semangat', 'terus', 'untuk', 'raih', 'menang']","['dukung', 'ganjar', 'mahfud', 'alir', 'semangat', 'raih', 'menang']",dukung ganjar mahfud alir semangat raih menang,positive
@Melihat_Indo Masyarakat maluku tau mana yang terbaik untuk mereka mari menangkan pak Ganjar dan Pak Mahfud untuk 2024,Masyarakat maluku tau mana yang terbaik untuk mereka mari menangkan pak Ganjar dan Pak Mahfud untuk 2024,Masyarakat maluku tau mana yang terbaik untuk mereka mari menangkan pak Ganjar dan Pak Mahfud untuk 2024,masyarakat maluku tau mana yang terbaik untuk mereka mari menangkan pak ganjar dan pak mahfud untuk  ,"['masyarakat', 'maluku', 'tau', 'mana', 'yang', 'terbaik', 'untuk', 'mereka', 'mari', 'menangkan', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk']","['masyarakat', 'maluku', 'tau', 'mana', 'yang', 'terbaik', 'untuk', 'mereka', 'mari', 'menangkan', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk']","['masyarakat', 'malu', 'tau', 'mana', 'yang', 'baik', 'untuk', 'mereka', 'mari', 'menang', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'untuk']","['masyarakat', 'malu', 'tau', 'mari', 'menang', 'ganjar', 'mahfud']",masyarakat malu tau mari menang ganjar mahfud,positive
@Melihat_Indo PaGanjar-Mahfud adalah pasangan yg paling taat konstitusi... yang akan mengantarkan indonesia emas 2045,PaGanjar-Mahfud adalah pasangan yg paling taat konstitusi... yang akan mengantarkan indonesia emas 2045,PaGanjar-Mahfud adalah pasangan yg paling taat konstitusi... yang akan mengantarkan indonesia emas 2045,paganjarmahfud adalah pasangan yg paling taat konstitusi yang akan mengantarkan indonesia emas  ,"['paganjarmahfud', 'adalah', 'pasangan', 'yg', 'paling', 'taat', 'konstitusi', 'yang', 'akan', 'mengantarkan', 'indonesia', 'emas']","['paganjarmahfud', 'adalah', 'pasangan', 'yg', 'paling', 'taat', 'konstitusi', 'yang', 'akan', 'mengantarkan', 'indonesia', 'emas']","['paganjarmahfud', 'adalah', 'pasang', 'yg', 'paling', 'taat', 'konstitusi', 'yang', 'akan', 'antar', 'indonesia', 'emas']","['paganjarmahfud', 'pasang', 'taat', 'konstitusi', 'indonesia', 'emas']",paganjarmahfud pasang taat konstitusi indonesia emas,positive
@Melihat_Indo Pak Ganjar dan Pak Mahfud memang cocok banget didukung kinerjanya udah top nggak ada yang lain lagi,Pak Ganjar dan Pak Mahfud memang cocok banget didukung kinerjanya udah top nggak ada yang lain lagi,Pak Ganjar dan Pak Mahfud memang cocok banget didukung kinerjanya udah top nggak ada yang lain lagi,pak ganjar dan pak mahfud memang cocok banget didukung kinerjanya udah top nggak ada yang lain lagi,"['pak', 'ganjar', 'dan', 'pak', 'mahfud', 'memang', 'cocok', 'banget', 'didukung', 'kinerjanya', 'udah', 'top', 'nggak', 'ada', 'yang', 'lain', 'lagi']","['pak', 'ganjar', 'dan', 'pak', 'mahfud', 'memang', 'cocok', 'banget', 'didukung', 'kinerjanya', 'udah', 'top', 'nggak', 'ada', 'yang', 'lain', 'lagi']","['pak', 'ganjar', 'dan', 'pak', 'mahfud', 'memang', 'cocok', 'banget', 'dukung', 'kerja', 'udah', 'top', 'nggak', 'ada', 'yang', 'lain', 'lagi']","['ganjar', 'mahfud', 'cocok', 'banget', 'dukung', 'top', 'nggak']",ganjar mahfud cocok banget dukung top nggak,positive
@ganjarpranowo Insyaallh rencana pak Ganjar luarbiasa mari kita dukung dengan memilih paslon Ganjar Mahfud,Insyaallh rencana pak Ganjar luarbiasa mari kita dukung dengan memilih paslon Ganjar Mahfud,Insyaallh rencana pak Ganjar luarbiasa mari kita dukung dengan memilih paslon Ganjar Mahfud,insyaallh rencana pak ganjar luarbiasa mari kita dukung dengan memilih paslon ganjar mahfud,"['insyaallh', 'rencana', 'pak', 'ganjar', 'luarbiasa', 'mari', 'kita', 'dukung', 'dengan', 'memilih', 'paslon', 'ganjar', 'mahfud']","['insyaallh', 'rencana', 'pak', 'ganjar', 'luarbiasa', 'mari', 'kita', 'dukung', 'dengan', 'memilih', 'paslon', 'ganjar', 'mahfud']","['insyaallh', 'rencana', 'pak', 'ganjar', 'luarbiasa', 'mari', 'kita', 'dukung', 'dengan', 'pilih', 'paslon', 'ganjar', 'mahfud']","['insyaallh', 'rencana', 'ganjar', 'luarbiasa', 'mari', 'dukung', 'pilih', 'paslon', 'ganjar', 'mahfud']",insyaallh rencana ganjar luarbiasa mari dukung pilih paslon ganjar mahfud,positive
